removed_pcs,mae,mae_mm,rmse_mm
0.0,0.0753275779878997,0.308974100945549,0.5916434221609188
64.0,0.0685204604114212,0.3083420718513957,0.558089386782823
128.0,0.0737170859558655,0.331726886801395,0.5809722300900952
192.0,0.0773351198214687,0.3480080391966094,0.5810163152931885
224.0,0.0763786382528174,0.3437038721376786,0.6156271813263222
232.0,0.08548579493949005,0.3846860772277052,0.6450589682520411
240.0,0.1020145722755391,0.459065575239926,0.7166343076700087
244.0,0.13471961480109385,0.6062382666049223,0.8667823131392824
248.0,0.1728565169616561,0.7778543263274528,1.0406787127672008
250.0,0.18696983465665318,0.8413642559549392,1.1022243808070618
252.0,0.2123765448440789,0.9556944517983552,1.2107290527395842
254.0,0.203401717743595,0.9153077298461776,1.10680855861452
